"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date","name","email","phone.number","credit_card"
"Resort Hotel",0,58,2016,"May",20,8,2,0,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",393,NA,0,"Transient-Party",48.6,0,1,"Check-Out","2016-05-10","Kenneth Taylor","Kenneth_T@att.com","682-282-1131","************7148"
"Resort Hotel",0,51,2017,"August",32,12,0,1,2,0,0,"BB","CHL","Online TA","TA/TO",0,0,0,"E","G",0,"No Deposit",240,NA,0,"Transient",284,1,2,"Check-Out","2017-08-13","Brandi Parks","BrandiParks@xfinity.com","995-052-5469","************2204"
"City Hotel",0,277,2017,"July",28,13,0,3,3,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit",9,NA,0,"Transient",89.1,0,2,"Check-Out","2017-07-16","Jamie Mendez","Jamie.M@mail.com","218-122-5960","************7759"
"City Hotel",0,18,2017,"May",20,16,0,1,2,1,0,"BB","GTM","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",7,NA,0,"Transient",114,0,1,"Check-Out","2017-05-17","Debbie Schmidt","Debbie.Schmidt60@att.com","612-811-7973","************3611"
"City Hotel",1,14,2017,"July",29,16,1,0,2,0,0,"SC","SWE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",98,0,1,"Canceled","2017-07-10","Marissa Allen","Marissa.Allen98@yahoo.com","290-863-2361","************5065"
"City Hotel",0,95,2016,"June",24,10,2,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient-Party",119.85,0,0,"Check-Out","2016-06-14","Victoria Wells","Victoria.Wells@zoho.com","223-855-0296","************5992"
"Resort Hotel",0,0,2017,"January",4,26,1,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",8,NA,0,"Transient",30,0,0,"Check-Out","2017-01-30","Michael Wood","MWood42@yahoo.com","501-704-6648","************1340"
"City Hotel",1,293,2015,"August",32,6,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Contract",62,0,0,"Canceled","2015-01-01","Jose Gross","Jose.G@att.com","361-378-7749","************2367"
"City Hotel",1,56,2016,"July",31,30,2,2,3,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",168.3,0,0,"Canceled","2016-07-14","Cheryl Moreno","Cheryl_M@yahoo.com","826-118-4502","************4293"
"City Hotel",1,15,2017,"February",7,17,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",19,NA,0,"Transient",95,0,0,"Canceled","2017-02-02","Amanda Montoya","AMontoya@gmail.com","216-331-7163","************2004"
"City Hotel",0,462,2017,"July",26,1,2,2,2,0,0,"BB","GBR","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit",229,NA,0,"Transient-Party",107,0,1,"Check-Out","2017-07-05","Danielle Lopez","Lopez.Danielle@verizon.com","377-193-3228","************9799"
"Resort Hotel",0,18,2016,"August",35,26,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",201,0,1,"Check-Out","2016-08-29","Christopher Davis","Davis_Christopher@hotmail.com","775-535-9328","************7381"
"City Hotel",1,142,2016,"October",44,27,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",90.9,0,1,"Canceled","2016-10-24","Cassandra Collins","Cassandra.C85@protonmail.com","425-145-6724","************6177"
"City Hotel",1,212,2016,"August",33,13,1,1,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",1,NA,0,"Transient",96,0,0,"Canceled","2016-08-03","Jose Williams","Jose.Williams@att.com","446-274-3354","************2481"
"Resort Hotel",0,3,2016,"May",21,19,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit",NA,113,0,"Transient",53,1,0,"Check-Out","2016-05-21","Gregory Mason","Mason.Gregory@gmail.com","300-478-0533","************2809"
"City Hotel",1,213,2017,"June",26,26,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",323,NA,0,"Transient",115,0,0,"Canceled","2016-11-25","Margaret Carpenter","Margaret.Carpenter@zoho.com","852-465-2537","************7273"
"City Hotel",1,304,2016,"November",45,3,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",21,NA,0,"Transient",89,0,0,"Canceled","2016-02-01","Olivia Johnson","Johnson_Olivia@comcast.net","471-839-5088","************8630"
"City Hotel",0,265,2016,"April",17,20,0,4,2,0,0,"BB","AUT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",30,NA,176,"Transient-Party",99,0,0,"Check-Out","2016-04-24","Bonnie Forbes","Forbes.Bonnie46@gmail.com","214-870-7071","************5538"
"City Hotel",1,193,2016,"June",26,20,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",162,NA,39,"Transient",120,0,0,"Canceled","2016-01-18","Katie Adams","Katie_Adams70@yandex.com","826-480-5494","************5632"
"City Hotel",1,18,2016,"March",12,18,1,2,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",97,0,0,"Canceled","2016-03-02","Justin Smith","Justin.S62@comcast.net","125-940-2761","************8862"
"Resort Hotel",0,2,2017,"August",34,25,1,2,2,0,0,"HB","PAK","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",314,NA,0,"Transient-Party",243.81,1,0,"Check-Out","2017-08-28","Kimberly Horton","Kimberly.Horton@gmail.com","649-281-2277","************1630"
"Resort Hotel",0,211,2017,"June",25,22,2,7,2,0,0,"Undefined","PRT","Direct","TA/TO",1,0,1,"E","E",0,"No Deposit",NA,333,0,"Group",151.56,1,0,"Check-Out","2017-07-01","Elizabeth Palmer MD","Elizabeth.MD15@att.com","230-326-3186","************6524"
"City Hotel",0,3,2017,"July",29,20,0,1,2,1,0,"BB","SWE","Online TA","TA/TO",0,0,0,"D","A",1,"No Deposit",9,NA,0,"Transient",210,0,2,"Check-Out","2017-07-21","Frank Williams","Williams_Frank27@verizon.com","484-047-7403","************1321"
"Resort Hotel",0,19,2017,"July",28,10,1,3,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",194,0,1,"Check-Out","2017-07-14","Anna Owens","AOwens55@aol.com","171-205-9573","************9997"
"City Hotel",0,246,2017,"July",29,18,0,1,2,0,0,"BB","DNK","Online TA","TA/TO",0,0,0,"A","E",1,"No Deposit",9,NA,0,"Transient",89.1,0,0,"Check-Out","2017-07-19","Lisa Alvarez","Lisa_Alvarez@zoho.com","868-687-9294","************8830"
"City Hotel",0,44,2017,"May",19,7,2,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",179,0,1,"Check-Out","2017-05-11","Daniel Johnson","DJohnson@verizon.com","302-117-9662","************9750"
"City Hotel",0,6,2016,"November",48,22,0,2,1,0,0,"BB","GBR","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit",179,NA,0,"Transient",79,0,1,"Check-Out","2016-11-24","Angela Boyer","ABoyer@outlook.com","260-505-8703","************1728"
"Resort Hotel",0,27,2016,"May",19,6,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",105,1,1,"Check-Out","2016-05-09","Amanda Small","ASmall77@mail.com","594-088-0904","************4431"
"City Hotel",0,136,2016,"July",30,23,2,1,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"B","B",0,"No Deposit",1,NA,0,"Transient",75,0,0,"Check-Out","2016-07-26","Brandon Owens","Brandon_O@yahoo.com","355-638-1813","************7490"
"City Hotel",1,177,2016,"June",23,3,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",119,NA,0,"Transient-Party",100,0,0,"Canceled","2016-01-16","Jeffrey Rodriguez","Jeffrey_Rodriguez90@comcast.net","520-039-5176","************8757"
"Resort Hotel",1,154,2017,"July",28,13,2,7,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"E","E",1,"No Deposit",NA,NA,0,"Transient",203,0,1,"Canceled","2017-07-01","Mary Barrett","Mary.Barrett39@yandex.com","552-999-3288","************2105"
"Resort Hotel",0,273,2017,"May",18,1,4,10,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit",40,NA,0,"Transient",64.1,0,0,"Check-Out","2017-05-15","Sara Young","Sara.Young@att.com","409-974-9369","************3065"
"City Hotel",1,44,2016,"June",27,28,0,2,2,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",134.1,0,0,"Canceled","2016-06-22","Ryan Castaneda","RCastaneda@zoho.com","343-508-5495","************8173"
"City Hotel",1,208,2017,"May",21,24,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",6,NA,0,"Transient-Party",12,0,0,"Canceled","2017-05-11","Michael Alexander","Michael.A@xfinity.com","281-060-7748","************4987"
"City Hotel",0,164,2016,"May",19,2,1,3,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",8,NA,0,"Transient",99.45,0,0,"Check-Out","2016-05-06","Christopher Webb","Webb_Christopher@verizon.com","935-558-5977","************8944"
"City Hotel",1,304,2015,"August",34,17,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Contract",62,0,0,"Canceled","2015-01-01","Jacqueline Salinas","Salinas.Jacqueline@xfinity.com","317-414-2048","************2399"
"City Hotel",0,3,2016,"April",18,28,0,1,1,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",119,0,0,"Check-Out","2016-04-29","Tammie Maldonado","Maldonado.Tammie@comcast.net","334-213-0787","************6264"
"City Hotel",0,9,2016,"February",7,13,2,1,3,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",127,0,1,"Check-Out","2016-02-16","Rachel Smith","Smith.Rachel@outlook.com","284-058-7254","************8635"
"City Hotel",0,0,2017,"January",5,30,1,3,3,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",9,NA,0,"Transient",134.8,1,2,"Check-Out","2017-02-03","Frank Conner","Frank.C81@mail.com","798-522-4741","************3370"
"City Hotel",1,41,2016,"September",38,14,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",86,NA,0,"Transient-Party",130,0,0,"Canceled","2016-08-10","Andre Smith","ASmith@yahoo.com","427-675-7833","************5926"
"City Hotel",1,26,2016,"November",47,13,2,5,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit",8,NA,0,"Transient",143.65,0,1,"No-Show","2016-11-13","Warren Gonzalez","WarrenGonzalez@att.com","959-226-8411","************4304"
"Resort Hotel",0,3,2017,"January",2,8,1,0,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit",6,NA,0,"Transient",34,0,0,"Check-Out","2017-01-09","Virginia Martinez","Martinez.Virginia@att.com","393-027-6435","************4718"
"City Hotel",0,110,2016,"May",19,2,1,2,2,1,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit",11,NA,0,"Transient",68.04,0,1,"Check-Out","2016-05-05","Jesse Miller","Jesse_Miller65@hotmail.com","157-859-7250","************1187"
"Resort Hotel",0,83,2016,"July",30,21,2,3,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",192,0,1,"Check-Out","2016-07-26","Michael Mendoza MD","Michael.MD@yandex.com","429-095-8662","************2751"
"Resort Hotel",0,1,2016,"March",11,12,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit",240,NA,0,"Transient",64,1,0,"Check-Out","2016-03-13","Theresa Turner","TTurner@outlook.com","784-981-3153","************1147"
"Resort Hotel",0,0,2017,"July",29,18,0,0,2,0,0,"SC","PRT","Direct","Direct",1,0,0,"G","G",0,"No Deposit",NA,NA,0,"Transient",0,0,0,"Check-Out","2017-07-18","Randy Phillips","RPhillips97@protonmail.com","490-678-4457","************1430"
"City Hotel",1,102,2015,"October",42,16,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",6,NA,0,"Transient-Party",101.5,0,0,"Canceled","2015-07-06","Alicia Christensen","Christensen.Alicia@protonmail.com","540-316-9327","************4649"
"City Hotel",0,175,2017,"June",23,9,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",3,NA,0,"Transient-Party",130,0,0,"Check-Out","2017-06-11","Catherine Osborne","Catherine.O49@zoho.com","981-372-7750","************6873"
"City Hotel",0,104,2017,"May",18,2,0,3,2,0,0,"BB","IRQ","Direct","Direct",0,0,0,"A","A",0,"No Deposit",14,NA,0,"Transient",108,0,0,"Check-Out","2017-05-05","Sarah Davidson","Davidson.Sarah52@protonmail.com","599-608-3696","************7260"
"City Hotel",1,70,2017,"May",20,16,0,1,1,0,0,"BB","PRT","Groups","Corporate",0,0,0,"A","E",1,"No Deposit",NA,169,0,"Transient-Party",110,0,0,"No-Show","2017-05-16","William Parker","William.P@gmail.com","652-464-9190","************1642"
"City Hotel",1,229,2016,"October",43,22,2,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"Non Refund",10,NA,0,"Transient",89.25,0,0,"Canceled","2016-03-07","Wayne Brown","Brown.Wayne56@aol.com","860-982-0910","************7760"
"City Hotel",0,154,2016,"July",29,13,1,4,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",28,NA,0,"Transient",112,0,0,"Check-Out","2016-07-18","Sheila Howell","Sheila.Howell@hotmail.com","136-754-9772","************8409"
"City Hotel",0,51,2016,"October",41,4,0,3,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",118.8,0,1,"Check-Out","2016-10-07","Nicholas Blake","NicholasBlake@att.com","144-829-1408","************4927"
"City Hotel",0,72,2015,"December",53,27,2,4,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"D","D",0,"No Deposit",NA,NA,0,"Transient",128.22,0,2,"Check-Out","2016-01-02","Kimberly Villarreal","Villarreal_Kimberly@zoho.com","658-956-1985","************7609"
"Resort Hotel",1,203,2015,"September",36,1,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"No Deposit",241,NA,0,"Transient",61.65,0,1,"Canceled","2015-04-29","Glenda Shah","Glenda_S60@xfinity.com","784-956-9301","************9758"
"Resort Hotel",1,214,2015,"October",40,3,1,1,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"No Deposit",208,NA,0,"Transient",34,0,0,"Canceled","2015-06-09","Amanda Hudson","AmandaHudson@zoho.com","627-042-2962","************3144"
"City Hotel",1,273,2016,"September",40,30,1,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient-Party",106.2,0,0,"Canceled","2016-01-05","Angela Walls","Walls_Angela@xfinity.com","909-672-5341","************2889"
"Resort Hotel",0,40,2017,"January",3,16,1,2,1,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","D",1,"No Deposit",NA,NA,0,"Transient-Party",55,0,0,"Check-Out","2017-01-19","Debra Jones","DJones@aol.com","675-600-6596","************3965"
"City Hotel",1,92,2015,"September",40,30,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",1,NA,0,"Transient",170,0,0,"Canceled","2015-09-09","Sandra Perez","SandraPerez87@gmail.com","823-662-9362","************1506"
"City Hotel",0,214,2016,"August",34,18,2,6,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit",9,NA,0,"Transient",100.51,0,1,"Check-Out","2016-08-26","Kathryn Howard","Kathryn.Howard@att.com","808-286-7732","************4190"
"City Hotel",0,166,2016,"May",19,3,0,4,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit",14,NA,0,"Transient",89.25,0,0,"Check-Out","2016-05-07","Christine Reeves","CReeves@aol.com","258-814-8064","************8860"
"Resort Hotel",0,76,2017,"May",22,31,0,4,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit",240,NA,0,"Transient",155.5,1,0,"Check-Out","2017-06-04","David Boone","DavidBoone67@aol.com","913-792-7059","************1591"
"City Hotel",0,53,2016,"April",18,28,0,3,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit",9,NA,0,"Transient",192,0,0,"Check-Out","2016-05-01","Susan Allen","Susan_Allen75@yahoo.com","385-800-1902","************4363"
"City Hotel",0,25,2017,"July",28,10,1,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",146.67,0,2,"Check-Out","2017-07-13","Juan Moore","Moore.Juan@outlook.com","196-421-3336","************4011"
"City Hotel",1,315,2016,"December",49,2,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",20,NA,0,"Transient",52,0,0,"Canceled","2016-03-15","Adam Welch","Adam_W@att.com","659-844-3349","************1671"
"City Hotel",0,59,2016,"February",6,6,2,2,1,0,0,"BB","AUT","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit",1,NA,0,"Transient-Party",51,0,0,"Check-Out","2016-02-10","Nicole Benitez","Benitez.Nicole25@mail.com","550-075-7831","************7581"
"City Hotel",1,50,2015,"August",35,25,0,4,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",1,NA,0,"Transient-Party",62,0,0,"Canceled","2015-08-06","Catherine Miller","CMiller82@zoho.com","100-984-6809","************2744"
"City Hotel",1,96,2017,"April",17,26,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",29,NA,0,"Transient",130,0,0,"Canceled","2017-01-20","Noah Stevens","Noah.Stevens39@gmail.com","413-914-6355","************5803"
"Resort Hotel",0,7,2016,"February",7,9,0,2,1,0,0,"HB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",332,NA,0,"Transient-Party",0,0,0,"Check-Out","2016-02-11","Brenda Sanders","Brenda.S@yahoo.com","246-959-5286","************2448"
"Resort Hotel",0,108,2017,"July",28,15,2,5,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit",NA,NA,0,"Transient",204,1,2,"Check-Out","2017-07-22","Danielle Snyder","Snyder.Danielle@yandex.com","548-404-3139","************4353"
"City Hotel",0,256,2016,"June",25,15,0,2,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",6,NA,0,"Transient-Party",115,0,1,"Check-Out","2016-06-17","Jose Phillips","Jose.P@xfinity.com","489-431-0407","************2409"
"City Hotel",0,96,2016,"April",15,9,2,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",94.35,0,1,"Check-Out","2016-04-14","Anita Mcclure","Anita_M@zoho.com","140-092-1127","************9217"
"Resort Hotel",1,250,2016,"December",52,20,2,7,2,0,0,"HB","FRA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",88.4,0,0,"Canceled","2016-04-18","Mark Ramos","MarkRamos@outlook.com","746-251-9771","************7081"
"City Hotel",1,103,2016,"April",17,19,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",119,NA,0,"Transient",115,0,0,"Canceled","2016-02-25","Jessica Alexander","Jessica.A93@protonmail.com","232-692-8975","************7176"
"City Hotel",0,99,2016,"June",24,11,0,1,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit",9,NA,0,"Transient",198.9,0,2,"Check-Out","2016-06-12","Joshua Bradley","Bradley.Joshua82@gmail.com","577-937-8489","************8183"
"City Hotel",0,292,2016,"July",30,21,0,2,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",6,NA,0,"Transient-Party",115,0,0,"Check-Out","2016-07-23","Amanda Cole","Cole_Amanda@xfinity.com","740-621-7370","************5645"
"City Hotel",0,0,2016,"July",28,5,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit",227,NA,0,"Transient",79,0,0,"Check-Out","2016-07-06","Chloe Perez","ChloePerez@xfinity.com","890-119-2088","************4968"
"City Hotel",0,1,2016,"September",39,20,0,1,1,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",169,0,1,"Check-Out","2016-09-21","Bradley Tyler","Tyler.Bradley@protonmail.com","156-498-5310","************2227"
"City Hotel",1,211,2016,"May",21,20,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",6,NA,111,"Transient",100,0,0,"Canceled","2016-03-18","Jeffrey Pena","JPena33@yahoo.com","543-029-0904","************3547"
"City Hotel",1,62,2016,"May",19,7,0,1,2,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",143.1,0,0,"Canceled","2016-03-06","Elizabeth Carey","ECarey@comcast.net","976-632-3225","************4419"
"Resort Hotel",0,10,2015,"August",34,18,0,4,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"C","C",1,"No Deposit",242,NA,0,"Transient",216.5,0,1,"Check-Out","2015-08-22","Michael Howard","MichaelHoward37@outlook.com","462-337-9485","************4620"
"City Hotel",1,313,2015,"August",35,26,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Transient-Party",62,0,0,"Canceled","2015-07-02","Roberto Thompson","Roberto_Thompson@gmail.com","510-624-5024","************2197"
"City Hotel",1,24,2016,"January",1,2,1,1,3,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"F","F",0,"No Deposit",28,NA,0,"Transient",112,0,1,"No-Show","2016-01-02","Dr. James Bauer DDS","Dr._DDS@aol.com","123-937-4526","************8794"
"City Hotel",0,434,2017,"June",22,3,2,1,2,0,0,"BB","CN","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",229,NA,0,"Transient-Party",112.67,0,1,"Check-Out","2017-06-06","Todd Rodriguez","Rodriguez.Todd86@att.com","147-512-2195","************7641"
"Resort Hotel",1,158,2016,"October",41,2,2,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",96,NA,0,"Transient",46,0,1,"Canceled","2016-05-06","Craig Morton","Craig_Morton74@aol.com","792-177-7990","************8128"
"Resort Hotel",0,0,2017,"April",18,30,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",105,0,1,"Check-Out","2017-05-01","Jessica Cook","Cook.Jessica@yandex.com","242-173-3943","************2648"
"City Hotel",1,259,2016,"October",41,5,0,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",22,NA,0,"Transient",89,0,0,"Canceled","2016-02-01","Clayton Macdonald","Macdonald.Clayton88@aol.com","734-955-2054","************3806"
"City Hotel",1,238,2016,"December",53,26,1,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",7,NA,0,"Transient",54.09,0,0,"Canceled","2016-06-20","Mario Smith","MarioSmith@hotmail.com","345-879-9744","************7735"
"City Hotel",0,1,2015,"August",36,30,2,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",1,"No Deposit",NA,NA,0,"Transient",114,0,0,"Check-Out","2015-09-03","Steven Acevedo","Steven_A@comcast.net","868-433-3969","************9965"
"Resort Hotel",0,383,2016,"October",41,6,0,3,2,0,0,"BB","OMN","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",315,NA,0,"Transient-Party",54,1,0,"Check-Out","2016-10-09","Andrea Werner","Andrea.W@yahoo.com","397-409-6130","************3150"
